bleu,google_bleu,meteor,rougeL,cider,tgt_language,src_language
0.0,6.188359518934612e-06,7.618232011238515e-05,4.669604036832969e-05,3.513544e-29,Burmese,Darija
0.0,1.4203133211186388e-05,2.490693596631879e-05,4.71289655658169e-05,3e-06,Malay,Darija
0.0,0.00019003162321114462,0.00044703071981605,0.0010938640871905058,3e-06,Korean,Darija
0.0,2.238663965345482e-05,6.217661044453167e-05,9.239190525740233e-05,2.1e-05,Setswana,Darija
0.0,1.456293006152838e-05,7.763647362383432e-05,5.929460349349852e-05,1.9e-05,IsiZulu,Darija
0.0,0.00010968732659724104,0.0005151190624038185,0.00047501939551278206,0.000126,Vietnamese,Darija
0.0,1.856550529116901e-05,0.0004973805082184114,6.886886448490687e-05,0.000106,Hindi,Darija
0.0,1.0332428671800736e-05,0.0004680219937626765,4.921055336720478e-05,1.210135e-19,Thai,Darija
0.0,3.86902075084796e-05,0.0001662805832630523,0.0001714561892143284,2.7e-05,Swahili,Darija
0.0,6.526392732209054e-05,0.0001847850751177531,0.0002633053896386253,1.7e-05,Kinyarwanda,Darija
0.0,0.006532890766445383,0.015306938586699712,0.022742533237119097,0.008104,Urdu,Darija
0.0,7.048408469367617e-06,1.8474180485353672e-05,4.232266802099205e-05,6e-06,Uzbek,Darija
0.0,5.8799317927912035e-05,0.00014472684697671063,0.0002055208258160075,3.6e-05,Hausa,Darija
0.0,0.0001036030850696443,0.0001891206724118347,0.0005556378895928597,4.668651e-10,Kazakh,Darija
0.0,9.449562957713205e-06,3.054863698390816e-05,4.570228805563914e-05,3.547481e-07,Turkish,Darija
0.03676617270107872,0.061134389816009625,0.1291068636865408,0.1545664391941405,0.147262,Darija,Darija
0.0,4.913377160657606e-05,0.00010747646669969632,0.0002088473060874023,4.8e-05,Tagalog,Darija
0.0,5.1374058471582244e-05,9.65319140087925e-05,0.00024912038201767165,5.412077e-07,Kyrgyz,Darija
0.0,0.0,0.0,0.0,0.0,IsiNdebele,Darija
0.0,5.832944470368642e-05,0.00011542512504050898,0.00024082674050046062,4.3e-05,Igbo,Darija
0.0,2.1227816931306783e-05,4.610419548178884e-05,0.00010120433154539014,5.7e-05,Emakhuwa,Darija
0.0,1.5533256702600266e-05,2.9048150213794386e-05,7.303534910896875e-05,5.363826e-07,IsiXhosa,Darija
0.0,4.37024735600035e-05,0.00011586313952896238,0.00016041714359674207,3.5e-05,Tamil,Darija
0.0,1.7277125086385627e-05,4.155319573810363e-05,6.555084560590833e-05,1.8e-05,Yoruba,Darija
0.0,1.6989466530750934e-05,3.9867203956743946e-05,6.54780536728397e-05,4.942132e-08,Indonesian,Darija
0.4728075923419612,0.37280519026724096,0.39070959346368606,0.4760051710757475,0.093378,Burmese,Burmese
0.0,4.963620295153812e-05,0.0007446308524743503,0.0008327841310770448,8.7e-05,Malay,Burmese
0.004200742139530091,0.020732806521558136,0.059704595750708675,0.0772757085465941,0.004888,Korean,Burmese
0.0,0.0006747835069581843,0.003945590148778861,0.006821735881053902,0.000631,Setswana,Burmese
0.0,0.0003679548035171927,0.002914102172946467,0.004192740895208753,0.000197,IsiZulu,Burmese
0.0,0.002107183848847818,0.04093345247663688,0.018482176172743957,0.004332,Vietnamese,Burmese
0.0,0.0005615475211297625,0.005927693204211009,0.004772683797444257,0.000338,Hindi,Burmese
0.0,0.0074059940184062695,0.03262867246920942,0.03086076340719844,0.000601,Thai,Burmese
0.0,0.0007271921073051768,0.006123460548629652,0.008218241626149168,0.000833,Swahili,Burmese
0.0,0.001136506055668858,0.00600380390634319,0.009355945638843604,0.001229,Kinyarwanda,Burmese
0.0,0.001627918691070946,0.013402165864243885,0.01047302426112406,0.00057,Urdu,Burmese
0.0,0.00037015945330296125,0.005674423191543865,0.0038608883558125355,0.000214,Uzbek,Burmese
0.0,0.0004821207556583227,0.0038080625437529997,0.0035967686506738795,9.2e-05,Hausa,Burmese
0.0,0.002912504149941146,0.01883423278635709,0.015143160130940459,2.8e-05,Kazakh,Burmese
0.0,0.0008105493859659863,0.006053837203848828,0.007676865029643012,0.000469,Turkish,Burmese
0.0,0.00012988760809622325,0.0010206016066920346,0.000924167425105214,2e-05,Darija,Burmese
0.0,0.0015428202294719652,0.01046182505186098,0.019276591921372835,0.002232,Tagalog,Burmese
0.0,0.0002039256398701721,0.010103426535290193,0.0013952794050598486,3.5e-05,Kyrgyz,Burmese
0.0,8.41192249815405e-05,0.0007361072186295562,0.0007785867836424267,0.000233,IsiNdebele,Burmese
0.0,0.001483952200706979,0.018522472326382263,0.014495232140236847,0.000945,Igbo,Burmese
0.0,0.00014423959508011854,0.0016441423798118967,0.0020219059468570863,0.00025,Emakhuwa,Burmese
0.0,0.0007369705902673822,0.0031561047810667576,0.005227820022600046,0.000172,IsiXhosa,Burmese
0.0,0.00035170023218176344,0.0032707752524415165,0.004243434797797379,0.001122,Tamil,Burmese
0.0,0.000805346432448787,0.012731024868879677,0.006735651600712258,0.000592,Yoruba,Burmese
0.0,0.0003374722491828151,0.002612133981738977,0.00433860478360142,0.000322,Indonesian,Burmese
0.0,7.958629276436798e-06,0.0015229783872006196,5.4438483120808044e-05,5.802179e-27,Burmese,Igbo
0.0,0.0019207922990662507,0.0073114945748246505,0.010236742252129748,0.001042,Malay,Igbo
0.0,0.0004316148494274066,0.002692892355450417,0.002466727734865121,3.928383e-07,Korean,Igbo
0.0,0.01356763172833772,0.03305514122624166,0.053405046575564,0.0068,Setswana,Igbo
0.0,0.010162328713878857,0.027578727350281294,0.03878602940645094,0.009662,IsiZulu,Igbo
0.0009438727534340091,0.008776615414958049,0.0669207868732733,0.045819068157696326,0.01183,Vietnamese,Igbo
0.0005088942261878062,0.004350558110714504,0.01238247441856807,0.018287926890573222,0.003567,Hindi,Igbo
0.0,3.343050466689845e-06,0.000877986614391008,1.8732906223071444e-05,3.116275e-11,Thai,Igbo
0.0,0.014999164212881408,0.03617990393235127,0.05811421698338508,0.0117,Swahili,Igbo
0.0012607051677644176,0.011822809356441644,0.027686611979740747,0.043084824062918727,0.014544,Kinyarwanda,Igbo
0.0,0.01878540900506908,0.046313142447959386,0.06769071991290596,0.036073,Urdu,Igbo
0.0,0.0056211915595646735,0.015115244640195055,0.023448132501705903,0.002727,Uzbek,Igbo
0.0,0.008089170251332413,0.0243962121716443,0.03513854110679045,0.006149,Hausa,Igbo
0.0,0.0008136445094444559,0.004167268776059372,0.004862998567233188,4e-06,Kazakh,Igbo
0.0,0.005118328364509405,0.013300352196091552,0.022024303048430123,0.002337,Turkish,Igbo
0.0,0.00015083145841451,0.0003602468343706399,0.0005943559824573461,0.00017,Darija,Igbo
0.0,0.011808270713715912,0.028404356587541577,0.0470884570312936,0.005727,Tagalog,Igbo
0.0,0.0007925529926352387,0.0028922428088877625,0.004171766734260169,1.4e-05,Kyrgyz,Igbo
0.0,0.0038955034100104035,0.011472571329734454,0.016905050055208645,0.002914,IsiNdebele,Igbo
0.04933377425135664,0.06818873668188737,0.24433627208475556,0.18133051455652532,0.159501,Igbo,Igbo
0.0,0.0083390976865729,0.020172972737511032,0.03212315754017696,0.00954,Emakhuwa,Igbo
0.0,0.0069332766938738355,0.016877819207304842,0.02728481702456152,0.00838,IsiXhosa,Igbo
0.0010321307249362126,0.004665904603553986,0.014766516031803458,0.020544204666122553,0.010114,Tamil,Igbo
0.0,0.007602539424002369,0.053568051548591795,0.03163982905376017,0.007496,Yoruba,Igbo
0.0018315095899944164,0.013010752688172042,0.029812606766652698,0.05005127580424372,0.010605,Indonesian,Igbo
0.0,3.536155421103068e-05,0.00016127158781265992,0.00030240187190372055,4.723649e-13,Burmese,IsiZulu
0.0,0.0048313710774426566,0.01242051131109918,0.01964643114395398,0.004177,Malay,IsiZulu
0.00038854782063750483,0.0028461983442952072,0.006642772228009366,0.011529650267296548,0.000565,Korean,IsiZulu
0.0030852562054049207,0.024873003769613267,0.05888844896098789,0.08144915401717465,0.027574,Setswana,IsiZulu
0.033094605818400284,0.04403414063758131,0.10052464506237715,0.10581827360059072,0.0698,IsiZulu,IsiZulu
0.0046372498110658945,0.022633299540955224,0.14091593567292024,0.07901452244084647,0.033878,Vietnamese,IsiZulu
0.0025986523535711727,0.01672259445478768,0.04087624923700948,0.05732979232191285,0.011915,Hindi,IsiZulu
0.0,3.4430993403021666e-06,0.0007857847869161278,2.7929060187124703e-05,3.3e-05,Thai,IsiZulu
0.00177584026971575,0.016959177113468338,0.04110607140721808,0.06000637961302717,0.022435,Swahili,IsiZulu
0.0026256518821647108,0.017141524945397432,0.04083979616473799,0.055987549290725726,0.029189,Kinyarwanda,IsiZulu
0.0,0.015226484390940624,0.04845069007470065,0.06599287871078666,0.024736,Urdu,IsiZulu
0.0,0.009956928277403703,0.022357382588806946,0.03684048555342834,0.008082,Uzbek,IsiZulu
0.0,0.013589415545916934,0.03553064159170216,0.050407155074015025,0.01145,Hausa,IsiZulu
0.0,0.0022605125366179962,0.004868320956864784,0.012780085653664501,5.1e-05,Kazakh,IsiZulu
0.0016766247637999478,0.01864492251168403,0.04178974140821883,0.0635862332084122,0.011416,Turkish,IsiZulu
0.0,0.00015518102203570513,0.00038324872487508974,0.0006685957113367889,0.000326,Darija,IsiZulu
0.0,0.027512257514389255,0.06811456735620769,0.09517503532154661,0.018347,Tagalog,IsiZulu
0.0,0.0024887175557155353,0.00515641018815981,0.01276364049986278,8.3e-05,Kyrgyz,IsiZulu
0.0,0.011094730003248458,0.027890176398331676,0.04142154490773246,0.014663,IsiNdebele,IsiZulu
0.005396350159636007,0.030432709404196165,0.18474771053802197,0.09566843354595386,0.028647,Igbo,IsiZulu
0.0,0.010138173493581882,0.023834081424527,0.03695680617718304,0.013639,Emakhuwa,IsiZulu
0.00193518766995474,0.014082573006621708,0.0332523221373691,0.0482473833447712,0.022645,IsiXhosa,IsiZulu
0.00058264702742173,0.0022187318917929796,0.005096654473971289,0.007666474859062262,0.003734,Tamil,IsiZulu
0.0,0.012769848941452968,0.056827366220324645,0.0459579706076188,0.015742,Yoruba,IsiZulu
0.0,0.016898973925195838,0.03614211033066784,0.06391446398128774,0.01802,Indonesian,IsiZulu
0.0,1.235792796387248e-05,0.0001059221926469727,9.180157223319202e-05,1.782398e-22,Burmese,Indonesian
0.006074745526256556,0.02701332679257624,0.06796312108323208,0.08823852349470107,0.052648,Malay,Indonesian
0.0,0.0022098093978146897,0.00491961317564756,0.013213413085656944,8.072066e-07,Korean,Indonesian
0.0,0.007244246351416509,0.016283313720079715,0.03223204661392125,0.002904,Setswana,Indonesian
0.0,0.003693998753650827,0.008983886315203374,0.01810233585750102,0.000991,IsiZulu,Indonesian
0.01257693465774522,0.04109692814666111,0.18737206972454654,0.1338087726723451,0.089401,Vietnamese,Indonesian
0.0007742205890779307,0.0022074910586786494,0.003607238307670978,0.00668102301223996,0.000889,Hindi,Indonesian
0.0,6.915055458744779e-06,0.0011892690686025888,4.504592091362202e-05,3.284991e-12,Thai,Indonesian
0.001307690012194722,0.014974774925439697,0.03304145081759375,0.056330443227011404,0.014545,Swahili,Indonesian
0.0005759607553327971,0.006170294989050625,0.013986910765708613,0.02428909464963041,0.005943,Kinyarwanda,Indonesian
0.0,0.004599353215954007,0.010981725227647617,0.014971126874808878,0.010708,Urdu,Indonesian
0.0,0.003132778909255488,0.007841383720684925,0.015598273798006074,0.000848,Uzbek,Indonesian
0.0,0.004826126398548534,0.011012616679506588,0.020524566005438255,0.002302,Hausa,Indonesian
0.0,0.002518309728992907,0.005247479153166212,0.015091560106456858,6e-05,Kazakh,Indonesian
0.0,0.006083628194868927,0.013612113000200628,0.029170120037617132,0.000932,Turkish,Indonesian
0.0,4.4114403352694654e-05,0.00011318818746668344,0.00017966183677090898,9.8e-05,Darija,Indonesian
0.0,0.0057556687011795955,0.012821274064695467,0.025924807295416685,0.002174,Tagalog,Indonesian
0.0,0.002398569638338801,0.004859790836692044,0.013632835241970781,5e-06,Kyrgyz,Indonesian
0.0,0.003657134470021282,0.008607451550818993,0.01899310867274258,0.001024,IsiNdebele,Indonesian
0.002022724751337103,0.011496372189443469,0.042113046864501576,0.04193413342416612,0.006425,Igbo,Indonesian
0.0,0.0027186812238380875,0.0058626440104179054,0.012360154428174432,0.001278,Emakhuwa,Indonesian
0.0,0.004592422502870264,0.010271613379438453,0.019023332620178076,0.002801,IsiXhosa,Indonesian
0.0,0.002936084993720512,0.005983722551639126,0.0103342916095055,0.004454,Tamil,Indonesian
0.0,0.0029422169811320754,0.008060940856770258,0.01200050949400525,0.002841,Yoruba,Indonesian
0.03222339067447078,0.057847565529750684,0.12774229086954073,0.17073240041332577,0.138705,Indonesian,Indonesian
0.0,0.00278875034131246,0.011596677672941804,0.016807191694158286,2.4e-05,Burmese,Kazakh
0.0,0.002686215919119355,0.014850620204689975,0.016630235587893463,8.3e-05,Malay,Kazakh
0.0012769708285879464,0.010967410736399374,0.030359955348521848,0.04005502865748252,0.002081,Korean,Kazakh
0.0,0.00435290871598269,0.013298956088023865,0.02018453006613141,0.000549,Setswana,Kazakh
0.0,0.00636463008578524,0.023202630667577093,0.02770270695455228,0.002161,IsiZulu,Kazakh
0.0,0.006573552577631039,0.06161895631542965,0.037929242105829555,0.000145,Vietnamese,Kazakh
0.0,0.0011545489783487458,0.003526332854942376,0.005378270618862412,9.7e-05,Hindi,Kazakh
0.0,0.0017441570738027606,0.007940301431007168,0.008508225077839934,0.001198,Thai,Kazakh
0.0,0.0072328390352754965,0.032639671803157584,0.0364983888043601,0.000535,Swahili,Kazakh
0.0,0.005653523146937982,0.02203474131624543,0.027462547385114527,0.000709,Kinyarwanda,Kazakh
0.0,0.0028992157517103287,0.011643200041854825,0.013039992670663938,0.000556,Urdu,Kazakh
0.0,0.0026082306114218585,0.017087613971367703,0.01255569358418324,0.000357,Uzbek,Kazakh
0.0,0.005166293810589113,0.02116238205897822,0.024456667690771657,0.000563,Hausa,Kazakh
0.10255919162128224,0.14426179604261796,0.31027067574478073,0.24318962343246725,0.185526,Kazakh,Kazakh
0.0,0.006128007262823422,0.018870212343147993,0.027659898141789575,0.000567,Turkish,Kazakh
0.0,0.00021495992761946318,0.0008834872151635163,0.0010726175594971722,4.1e-05,Darija,Kazakh
0.0,0.00614832401009791,0.02153599826411494,0.028566942517230184,0.0017,Tagalog,Kazakh
0.021265309901342122,0.07807419067542097,0.21350281276574823,0.16396428985755135,0.026157,Kyrgyz,Kazakh
0.0,0.004565455588987252,0.013607805247124556,0.021457462723569222,0.000624,IsiNdebele,Kazakh
0.0,0.004294586618508567,0.03532730598974744,0.021082579910792282,0.000744,Igbo,Kazakh
0.0,0.003131545443344696,0.011438983464459816,0.015650957019772455,0.00082,Emakhuwa,Kazakh
0.0,0.005494374238551396,0.015478292745056322,0.02260855500164463,0.002086,IsiXhosa,Kazakh
0.0,0.0014140690609099442,0.006736750297405977,0.008003604981693516,0.000158,Tamil,Kazakh
0.0,0.002157278663764382,0.030348967927694148,0.010600165349437227,0.000358,Yoruba,Kazakh
0.0,0.005539448027050911,0.022647945932026774,0.029564089516757618,0.00043,Indonesian,Kazakh
0.0,1.5030520798704192e-05,5.735277333668356e-05,0.00011404149960827885,9.623887e-15,Burmese,IsiNdebele
0.0,0.004262819711478361,0.018086512546865507,0.022375576048218986,0.000593,Malay,IsiNdebele
0.0,0.0022929664586999413,0.005014835778081075,0.011546818283704005,4.2e-05,Korean,IsiNdebele
0.0,0.011248267796243697,0.030318529539661666,0.04385942043164959,0.007002,Setswana,IsiNdebele
0.003617335230898342,0.02081111737497368,0.053669110850061486,0.06806417190734904,0.02704,IsiZulu,IsiNdebele
0.0,0.007406248778008055,0.022397298257680703,0.03867685534033849,0.000508,Vietnamese,IsiNdebele
0.0,0.0009442286600199566,0.0018251376515741693,0.003500143037049972,0.000141,Hindi,IsiNdebele
0.0,6.648228911817891e-06,0.0016755526941658028,3.763828648621276e-05,6.3e-05,Thai,IsiNdebele
0.0,0.0077607983633167805,0.02511619420167063,0.032398664366171614,0.003881,Swahili,IsiNdebele
0.0,0.009912275015665176,0.025729168767764814,0.038255290670640416,0.00982,Kinyarwanda,IsiNdebele
0.0,0.0,0.0,0.0,0.0,Urdu,IsiNdebele
0.0,0.006999046170503467,0.017234661288263627,0.0269518152442004,0.005458,Uzbek,IsiNdebele
0.0,0.008255212577084387,0.025655405708530126,0.034513409228313544,0.004138,Hausa,IsiNdebele
0.0,0.004825256772592541,0.009392474613130893,0.022632440213877912,0.000107,Kazakh,IsiNdebele
0.0,0.008827698601998116,0.022424098429305834,0.03484433515757036,0.00446,Turkish,IsiNdebele
0.0,5.33304890405845e-05,0.0001351483863628428,0.000205012849655591,0.000126,Darija,IsiNdebele
0.0,0.012149809407497872,0.03596380920836953,0.04975655130500424,0.004465,Tagalog,IsiNdebele
0.0,0.0034056777062129967,0.0065821387044688795,0.01546663888151542,0.000139,Kyrgyz,IsiNdebele
0.007898198526170283,0.022606350671752387,0.057747952978206334,0.07370825547724344,0.038848,IsiNdebele,IsiNdebele
0.0,0.007240662956616677,0.017314328423230607,0.02981716777567127,0.004349,Igbo,IsiNdebele
0.0,0.009087304209900204,0.024052971556723615,0.032905032656882285,0.009904,Emakhuwa,IsiNdebele
0.003793956848718787,0.019010452961672475,0.046943824612674837,0.05989472545650462,0.031833,IsiXhosa,IsiNdebele
0.0,0.001163573420521204,0.003683385120834514,0.005273363375682105,0.000214,Tamil,IsiNdebele
0.0,0.0030716076258328387,0.008545964154570406,0.013110753928034815,0.002108,Yoruba,IsiNdebele
0.0,0.005669109994020861,0.017531750249748,0.025963649777438754,0.001437,Indonesian,IsiNdebele
0.0,0.00011477812505518179,0.005224158522015508,0.0007611327932129505,1.8e-05,Burmese,Kyrgyz
0.0,0.0030038110853144928,0.014380312870702093,0.017227924967394087,1.4e-05,Malay,Kyrgyz
0.0,0.0035533064475613265,0.011870824147541627,0.015940658913443123,0.000153,Korean,Kyrgyz
0.0,0.004072768699490904,0.012389549206729971,0.01904240919115061,8.1e-05,Setswana,Kyrgyz
0.0,0.002894196330057205,0.00825492855179602,0.013609984653936626,0.000111,IsiZulu,Kyrgyz
0.000694276749722912,0.012307075011587607,0.08927912163081077,0.05976604900007544,0.003893,Vietnamese,Kyrgyz
0.0,0.00038206096419451995,0.000945371088795337,0.0015761341419693435,3.4e-05,Hindi,Kyrgyz
0.0,0.00017980568795484744,0.002426436052472525,0.0007968621647920918,0.000159,Thai,Kyrgyz
0.0,0.004390027476590412,0.015297246678985979,0.02093448530896451,6.1e-05,Swahili,Kyrgyz
0.0,0.0038217656311443178,0.011306027163571456,0.017461493747709937,0.000168,Kinyarwanda,Kyrgyz
0.0,0.00013524072849672417,0.0006152699088506208,0.0005672265329327028,1.1e-05,Urdu,Kyrgyz
0.0,0.0023580609250075904,0.016790630799508013,0.01068787836901397,0.000241,Uzbek,Kyrgyz
0.0,0.0034105107914160276,0.010883258770652333,0.016138138403150905,7.9e-05,Hausa,Kyrgyz
0.01983654547890792,0.07155831210543803,0.17925110536823174,0.1568460697760466,0.05223,Kazakh,Kyrgyz
0.0,0.004677080069820525,0.013108375966476533,0.021149396531329114,5.9e-05,Turkish,Kyrgyz
0.0,6.26846258119618e-05,0.00018047669884765704,0.00031902825881262157,0.000106,Darija,Kyrgyz
0.0,0.003906833225501418,0.013629748005354075,0.019237141142672932,5.4e-05,Tagalog,Kyrgyz
0.261450554939261,0.22983286052178387,0.38251580120164913,0.3381042944335002,0.218704,Kyrgyz,Kyrgyz
0.0,0.004113545248997739,0.010822107904784614,0.01868735272808631,6.8e-05,IsiNdebele,Kyrgyz
0.0,0.0036825506711280335,0.03301915202860649,0.017112909840503857,0.000227,Igbo,Kyrgyz
0.0,0.002108566665032119,0.006601920642926718,0.00993651084168062,0.00034,Emakhuwa,Kyrgyz
0.0,0.0028347237491646725,0.00735625610169453,0.012521599636296309,0.000201,IsiXhosa,Kyrgyz
0.0,0.0010921828146003515,0.004583016970664998,0.00574317477067873,4.9e-05,Tamil,Kyrgyz
0.0,0.0009711529433855976,0.03100178589036626,0.004809440019731992,0.000137,Yoruba,Kyrgyz
0.0,0.0070638769106864206,0.026420589482314266,0.034617542954849714,0.000616,Indonesian,Kyrgyz
0.0,0.011921590080931002,0.03197535506439005,0.05172651873238816,9.4e-05,Burmese,Korean
0.0,0.0019279693264428967,0.009194858845980133,0.011835423547693433,0.000709,Malay,Korean
0.09646466257791056,0.10892117578961066,0.2356296032512935,0.19480800724374692,0.11847,Korean,Korean
0.0,0.004166108822857683,0.012647928135112268,0.018948704668988743,0.001487,Setswana,Korean
0.0,0.0028847235660763707,0.011060024425583853,0.015254856898787403,0.000988,IsiZulu,Korean
0.0021114818641826106,0.018717592007082333,0.12760408283433786,0.07702337269363718,0.017167,Vietnamese,Korean
0.0,0.001805988978155501,0.0071170682138752776,0.0077637835585561785,0.000635,Hindi,Korean
0.0,0.006884016812450301,0.02796817885450785,0.027008584944951924,0.004153,Thai,Korean
